longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-116.90,32.84,18.00,4215.00,810.00,2104.00,773.00,4.09,146900.00
-116.90,32.84,18.00,3612.00,737.00,1864.00,713.00,2.71,153800.00
-116.90,32.79,21.00,3770.00,491.00,1410.00,446.00,6.77,294700.00
-116.90,32.77,8.00,3600.00,492.00,1421.00,482.00,6.26,307100.00
-116.91,34.00,18.00,553.00,100.00,215.00,82.00,5.50,193800.00
-116.91,33.75,13.00,10886.00,2127.00,4266.00,1955.00,2.32,123400.00
-116.91,33.71,19.00,6807.00,1164.00,2703.00,1055.00,3.16,189700.00
-116.91,32.87,14.00,3048.00,597.00,1690.00,576.00,4.38,147100.00
-116.91,32.86,15.00,3153.00,628.00,1633.00,527.00,3.69,131000.00
-116.91,32.86,10.00,3699.00,838.00,2310.00,759.00,2.54,139500.00
-116.91,32.85,21.00,4152.00,703.00,2255.00,697.00,4.51,159500.00
-116.91,32.83,16.00,5203.00,898.00,2515.00,862.00,4.11,174400.00
-116.91,32.82,14.00,1978.00,424.00,1085.00,387.00,3.81,170100.00
-116.91,32.81,22.00,4331.00,637.00,1952.00,654.00,5.48,232000.00
-116.91,32.80,32.00,1943.00,287.00,1081.00,292.00,5.68,208800.00
-116.91,32.78,15.00,4058.00,511.00,1580.00,473.00,7.50,316400.00
-116.91,32.73,8.00,4630.00,624.00,2048.00,575.00,6.47,300300.00
-116.92,33.63,18.00,397.00,89.00,239.00,80.00,2.81,143800.00
-116.92,32.85,23.00,1378.00,269.00,767.00,266.00,4.06,145000.00
-116.92,32.84,16.00,4675.00,834.00,2188.00,817.00,4.67,178000.00
-116.92,32.82,34.00,1765.00,284.00,772.00,282.00,5.01,165300.00
-116.92,32.82,17.00,2492.00,494.00,1278.00,439.00,2.89,155700.00
-116.92,32.82,16.00,2784.00,468.00,1458.00,465.00,4.00,184600.00
-116.92,32.80,33.00,1518.00,268.00,857.00,272.00,3.56,160400.00
-116.92,32.78,21.00,4192.00,752.00,2101.00,710.00,4.43,159100.00
-116.92,32.76,9.00,1859.00,307.00,947.00,304.00,5.92,181300.00
-116.93,33.93,13.00,7804.00,1594.00,3297.00,1469.00,2.05,95600.00
-116.93,33.75,14.00,6027.00,1148.00,3136.00,1036.00,2.96,121500.00
-116.93,33.74,15.00,3757.00,666.00,1693.00,654.00,3.68,112800.00
-116.93,33.06,16.00,3490.00,545.00,1628.00,535.00,4.88,239900.00
-116.93,32.87,17.00,3722.00,670.00,1561.00,604.00,3.60,211900.00
-116.93,32.85,5.00,4116.00,990.00,2770.00,905.00,3.11,150000.00
-116.93,32.85,15.00,3273.00,895.00,1872.00,842.00,2.54,119000.00
-116.93,32.83,21.00,1283.00,278.00,684.00,289.00,2.32,163500.00
-116.93,32.82,26.00,4129.00,714.00,1820.00,718.00,4.26,171000.00
-116.93,32.81,18.00,2447.00,466.00,1573.00,472.00,2.64,125400.00
-116.93,32.79,23.00,5759.00,1258.00,3108.00,1202.00,3.09,140600.00
-116.93,32.79,19.00,3354.00,699.00,1948.00,682.00,3.02,142300.00
-116.94,34.40,20.00,6541.00,1401.00,2631.00,980.00,2.13,78500.00
-116.94,34.24,27.00,12342.00,2630.00,1300.00,566.00,2.00,153500.00
-116.94,33.77,14.00,7240.00,1410.00,2708.00,1240.00,2.41,137600.00
-116.94,33.74,19.00,2901.00,445.00,1414.00,475.00,4.64,118900.00
-116.94,33.73,17.00,5160.00,851.00,2344.00,781.00,3.72,120000.00
-116.94,32.89,24.00,2541.00,381.00,1078.00,372.00,5.25,227800.00
-116.94,32.87,24.00,2824.00,441.00,1480.00,471.00,5.26,177200.00
-116.94,32.84,32.00,1607.00,253.00,778.00,262.00,4.53,166300.00
-116.94,32.83,38.00,1701.00,317.00,872.00,304.00,3.78,147800.00
-116.94,32.82,35.00,1737.00,285.00,826.00,294.00,3.24,159200.00
-116.94,32.80,28.00,3042.00,729.00,1964.00,703.00,2.41,137500.00
-116.94,32.80,21.00,7906.00,2292.00,4868.00,2117.00,1.89,109800.00
-116.94,32.78,17.00,13559.00,2656.00,6990.00,2533.00,3.43,193200.00
-116.94,32.75,4.00,14934.00,2479.00,6945.00,2418.00,5.12,229700.00
-116.95,33.97,14.00,5320.00,974.00,1947.00,843.00,3.14,116300.00
-116.95,33.79,8.00,10997.00,2205.00,5060.00,1949.00,2.20,95300.00
-116.95,33.78,24.00,3409.00,804.00,1939.00,739.00,1.73,74000.00
-116.95,33.76,10.00,6890.00,1702.00,3141.00,1451.00,1.71,95900.00
-116.95,33.75,23.00,4676.00,1096.00,2770.00,1057.00,1.78,109500.00
-116.95,33.75,19.00,2238.00,573.00,1190.00,507.00,2.07,85800.00
-116.95,33.74,20.00,2233.00,431.00,1024.00,399.00,2.46,89400.00
-116.95,33.74,18.00,1996.00,405.00,1270.00,400.00,2.71,91200.00
-116.95,33.73,21.00,4587.00,810.00,2233.00,765.00,3.24,94500.00
-116.95,33.68,11.00,1183.00,178.00,543.00,147.00,4.48,173900.00
-116.95,33.31,16.00,2921.00,639.00,1838.00,540.00,2.24,117000.00
-116.95,32.96,18.00,2087.00,353.00,992.00,329.00,4.50,222600.00
-116.95,32.84,31.00,1307.00,245.00,752.00,231.00,3.43,129400.00
-116.95,32.83,14.00,12517.00,2506.00,6389.00,2333.00,3.31,168700.00
-116.95,32.82,18.00,3038.00,592.00,1904.00,595.00,3.80,144900.00
-116.95,32.82,12.00,5535.00,1434.00,3112.00,1262.00,2.59,108300.00
-116.95,32.81,31.00,1277.00,293.00,698.00,237.00,3.11,147700.00
-116.95,32.81,15.00,2619.00,599.00,1513.00,537.00,2.54,100000.00
-116.95,32.79,19.00,11391.00,3093.00,7178.00,2905.00,2.03,123200.00
-116.95,32.78,33.00,2432.00,443.00,1147.00,427.00,3.39,138100.00
-116.95,32.78,20.00,3425.00,448.00,1489.00,443.00,6.26,296400.00
-116.95,32.77,25.00,3308.00,421.00,1201.00,414.00,6.32,303400.00
-116.95,32.76,13.00,5543.00,857.00,2074.00,737.00,4.95,266200.00
-116.95,32.73,17.00,1635.00,272.00,960.00,279.00,5.27,157100.00
-116.96,34.94,20.00,2355.00,467.00,1198.00,428.00,3.99,88500.00
-116.96,34.83,30.00,1211.00,289.00,611.00,230.00,1.67,44700.00
-116.96,33.94,22.00,1999.00,497.00,1304.00,479.00,1.41,81900.00
-116.96,33.79,21.00,2990.00,691.00,2108.00,660.00,2.01,83000.00
-116.96,33.75,35.00,3269.00,757.00,2328.00,705.00,2.59,76300.00
-116.96,33.74,19.00,3649.00,755.00,1717.00,696.00,2.21,87600.00
-116.96,33.73,20.00,4735.00,973.00,2306.00,904.00,3.07,87000.00
-116.96,32.90,16.00,3047.00,495.00,1507.00,499.00,5.30,186500.00
-116.96,32.87,17.00,4713.00,740.00,2531.00,723.00,4.83,158500.00
-116.96,32.86,14.00,3064.00,496.00,1681.00,503.00,4.43,160300.00
-116.96,32.85,11.00,9724.00,1796.00,5247.00,1777.00,4.17,166100.00
-116.96,32.81,8.00,2378.00,638.00,1410.00,623.00,2.91,152500.00
-116.96,32.80,25.00,3421.00,803.00,1681.00,742.00,3.37,134400.00
-116.96,32.80,19.00,4574.00,1152.00,3045.00,1057.00,2.07,124100.00
-116.96,32.80,16.00,3920.00,1094.00,2612.00,1023.00,1.33,120800.00
-116.96,32.79,35.00,1081.00,266.00,691.00,259.00,2.63,133700.00
-116.96,32.79,19.00,3008.00,693.00,2341.00,689.00,2.61,123800.00
-116.96,32.79,17.00,5236.00,1325.00,3308.00,1233.00,2.32,138800.00
-116.96,32.78,26.00,2807.00,630.00,1785.00,580.00,2.16,132800.00
-116.97,33.96,12.00,5876.00,1222.00,2992.00,1151.00,2.43,112100.00
-116.97,33.94,29.00,3197.00,632.00,1722.00,603.00,3.04,91200.00
-116.97,33.93,29.00,2793.00,722.00,1583.00,626.00,1.42,73200.00
-116.97,33.78,24.00,2680.00,606.00,1728.00,527.00,2.54,74800.00
-116.97,33.74,31.00,2712.00,628.00,1519.00,629.00,1.94,86200.00
-116.97,33.74,20.00,3674.00,792.00,1498.00,758.00,2.22,76900.00
-116.97,33.13,10.00,5149.00,851.00,2177.00,783.00,6.80,287500.00
-116.97,32.83,23.00,149.00,32.00,101.00,34.00,2.65,112500.00
-116.97,32.80,15.00,3927.00,1018.00,2204.00,977.00,2.44,111400.00
-116.97,32.79,32.00,1255.00,338.00,782.00,302.00,2.66,113600.00
-116.97,32.79,19.00,4108.00,1101.00,2971.00,1006.00,1.99,112500.00
-116.97,32.78,37.00,1255.00,238.00,671.00,278.00,3.70,138600.00
-116.97,32.78,35.00,1113.00,236.00,681.00,246.00,2.98,136400.00
-116.97,32.78,26.00,8902.00,1413.00,3941.00,1387.00,4.79,226900.00
-116.97,32.76,33.00,3071.00,466.00,1348.00,513.00,6.18,228900.00
-116.97,32.76,26.00,2460.00,313.00,838.00,299.00,5.99,270700.00
-116.97,32.75,28.00,3519.00,583.00,1720.00,590.00,4.80,186900.00
-116.97,32.74,14.00,7410.00,1344.00,3597.00,1274.00,4.22,176100.00
-116.97,32.65,4.00,16450.00,2833.00,7985.00,2683.00,5.66,233400.00
-116.97,32.56,23.00,1262.00,294.00,5176.00,275.00,2.56,153300.00
-116.98,34.13,16.00,2098.00,449.00,342.00,143.00,4.03,133900.00
-116.98,34.07,21.00,739.00,125.00,199.00,82.00,4.90,117500.00
-116.98,34.05,6.00,2290.00,312.00,957.00,274.00,7.27,316700.00
-116.98,33.94,27.00,3459.00,640.00,1760.00,654.00,3.45,89800.00
-116.98,33.93,40.00,2277.00,498.00,1391.00,453.00,1.95,73200.00
-116.98,33.93,33.00,376.00,83.00,267.00,88.00,2.16,68300.00
-116.98,33.83,15.00,2228.00,472.00,653.00,350.00,2.68,139300.00
-116.98,33.77,12.00,5829.00,1309.00,2711.00,1118.00,1.97,107900.00
-116.98,33.74,25.00,4952.00,1062.00,1589.00,1024.00,1.84,85700.00
-116.98,32.88,12.00,7320.00,1279.00,4048.00,1249.00,4.40,151700.00
-116.98,32.86,19.00,2121.00,341.00,1236.00,353.00,4.77,153200.00
-116.98,32.86,16.00,7718.00,1423.00,4383.00,1394.00,4.07,146400.00
-116.98,32.85,12.00,3570.00,713.00,3321.00,666.00,4.09,134500.00
-116.98,32.80,28.00,5721.00,1029.00,2672.00,1054.00,3.96,164400.00
-116.98,32.79,32.00,3756.00,662.00,1611.00,598.00,3.87,189700.00
-116.98,32.77,29.00,3558.00,447.00,1097.00,445.00,8.09,379600.00
-116.98,32.75,25.00,4137.00,662.00,1905.00,630.00,4.38,214000.00
-116.98,32.75,18.00,1519.00,369.00,802.00,347.00,2.99,170800.00
-116.98,32.74,24.00,977.00,147.00,454.00,169.00,4.93,173700.00
-116.98,32.74,16.00,3361.00,537.00,1754.00,578.00,5.11,162300.00
-116.98,32.73,16.00,952.00,143.00,530.00,143.00,5.09,175300.00
-116.98,32.72,4.00,1078.00,158.00,571.00,184.00,4.67,223300.00
-116.98,32.71,18.00,2355.00,444.00,1277.00,433.00,3.46,121400.00
-116.99,34.89,24.00,2741.00,577.00,1551.00,522.00,3.47,70500.00
-116.99,34.88,23.00,6060.00,1165.00,2920.00,1072.00,3.15,69000.00
-116.99,34.30,29.00,5055.00,1036.00,410.00,191.00,3.51,157100.00
-116.99,33.99,22.00,4227.00,658.00,1849.00,619.00,4.74,195900.00
-116.99,33.92,26.00,503.00,69.00,293.00,59.00,3.71,147500.00
-116.99,33.77,7.00,10352.00,2007.00,3559.00,1689.00,2.29,113100.00
-116.99,33.76,12.00,7626.00,1704.00,2823.00,1554.00,2.17,69400.00
-116.99,33.75,18.00,9601.00,2401.00,4002.00,2106.00,1.44,77000.00
-116.99,33.73,13.00,16148.00,3474.00,6159.00,3232.00,2.00,97800.00
-116.99,33.46,13.00,1614.00,410.00,846.00,270.00,2.83,43000.00
-116.99,32.96,17.00,5509.00,866.00,2748.00,817.00,4.89,181300.00
-116.99,32.85,32.00,5211.00,949.00,3025.00,948.00,4.09,134200.00
-116.99,32.83,20.00,6696.00,1326.00,3687.00,1291.00,3.20,154600.00
-116.99,32.81,25.00,4436.00,758.00,1997.00,738.00,4.24,201000.00
-116.99,32.81,18.00,10968.00,1521.00,4439.00,1501.00,6.28,250000.00
-116.99,32.80,34.00,3657.00,538.00,1513.00,562.00,5.29,195800.00
-116.99,32.79,33.00,2420.00,393.00,1003.00,397.00,4.07,165100.00
-116.99,32.79,26.00,3623.00,703.00,1609.00,669.00,3.74,165800.00
-116.99,32.78,29.00,1114.00,163.00,385.00,154.00,5.43,222800.00
-116.99,32.77,35.00,2306.00,334.00,828.00,310.00,6.11,301600.00
-116.99,32.74,18.00,3341.00,611.00,1952.00,602.00,3.98,215300.00
-116.99,32.74,17.00,3101.00,547.00,1410.00,486.00,3.18,189900.00
-116.99,32.73,30.00,1856.00,339.00,1103.00,379.00,4.04,153800.00
-116.99,32.72,15.00,825.00,130.00,334.00,131.00,4.04,169500.00
-116.99,32.72,14.00,1771.00,301.00,1046.00,284.00,4.78,143300.00
-116.99,32.72,13.00,1330.00,216.00,719.00,215.00,3.83,149600.00
-116.99,32.72,11.00,1112.00,164.00,441.00,174.00,4.77,169500.00
-116.99,32.71,21.00,3049.00,582.00,2355.00,585.00,3.89,113800.00
-116.99,32.70,15.00,3660.00,622.00,2629.00,612.00,4.04,150100.00
-116.99,32.64,15.00,4331.00,699.00,2046.00,627.00,3.95,193500.00
-117.00,34.89,29.00,2637.00,512.00,1188.00,446.00,2.99,69400.00
-117.00,34.87,16.00,6862.00,1292.00,3562.00,1126.00,3.61,87200.00
-117.00,33.74,8.00,5330.00,1529.00,2143.00,1107.00,2.11,94400.00
-117.00,33.29,17.00,2073.00,313.00,573.00,221.00,8.25,419200.00
-117.00,32.87,18.00,11544.00,1979.00,6296.00,1923.00,4.49,150400.00
-117.00,32.85,24.00,1888.00,319.00,950.00,319.00,5.28,140800.00
-117.00,32.80,33.00,1816.00,325.00,768.00,316.00,4.57,150300.00
-117.00,32.77,35.00,2114.00,317.00,881.00,320.00,5.50,241400.00
-117.00,32.77,30.00,1802.00,401.00,776.00,386.00,2.81,173500.00
-117.00,32.76,31.00,2545.00,373.00,956.00,342.00,4.40,226800.00
-117.00,32.76,31.00,1989.00,280.00,805.00,301.00,6.56,189100.00
-117.00,32.74,17.00,2357.00,599.00,1423.00,510.00,1.89,118800.00
-117.00,32.72,10.00,3817.00,943.00,2352.00,875.00,2.14,143200.00
-117.00,32.71,22.00,2263.00,441.00,1395.00,416.00,3.73,123500.00
-117.00,32.70,23.00,2785.00,468.00,1456.00,449.00,4.37,131000.00
-117.00,32.67,16.00,2238.00,307.00,1002.00,303.00,6.61,264100.00
-117.00,32.64,11.00,3098.00,490.00,1391.00,484.00,4.98,170400.00
-117.01,34.90,36.00,2181.00,555.00,1404.00,492.00,2.31,55500.00
-117.01,34.90,34.00,2194.00,519.00,1326.00,515.00,2.11,72000.00
-117.01,34.89,26.00,2599.00,498.00,1332.00,443.00,2.72,70400.00
-117.01,34.01,15.00,5592.00,891.00,2419.00,840.00,4.72,135200.00
-117.01,33.97,18.00,4775.00,886.00,1868.00,836.00,2.34,118800.00
-117.01,33.04,13.00,4595.00,567.00,1643.00,544.00,7.77,362300.00
-117.01,32.99,8.00,3372.00,430.00,1536.00,448.00,8.43,378300.00
-117.01,32.85,23.00,2592.00,414.00,1401.00,431.00,5.49,151400.00
-117.01,32.84,23.00,1951.00,395.00,901.00,378.00,3.10,143300.00
-117.01,32.83,17.00,15401.00,3280.00,7302.00,3176.00,3.31,121900.00
-117.01,32.81,26.00,4499.00,645.00,1866.00,626.00,5.52,185100.00
-117.01,32.81,21.00,4203.00,618.00,1620.00,600.00,5.34,193500.00
-117.01,32.80,20.00,2705.00,545.00,1198.00,497.00,3.72,168900.00
-117.01,32.80,17.00,1558.00,479.00,803.00,431.00,2.69,160200.00
-117.01,32.80,17.00,1042.00,210.00,650.00,215.00,3.10,84200.00
-117.01,32.79,33.00,4015.00,663.00,1864.00,664.00,4.32,159300.00
-117.01,32.79,31.00,3776.00,815.00,1886.00,799.00,3.44,155300.00
-117.01,32.78,20.00,2616.00,597.00,1532.00,579.00,2.99,235600.00
-117.01,32.77,43.00,841.00,192.00,496.00,207.00,3.02,149300.00
-117.01,32.77,34.00,3330.00,723.00,1592.00,656.00,2.67,164200.00
-117.01,32.76,34.00,3415.00,608.00,1464.00,593.00,4.05,223700.00
-117.01,32.76,22.00,3626.00,824.00,1800.00,769.00,2.86,189600.00
-117.01,32.75,34.00,2105.00,340.00,973.00,357.00,4.31,152500.00
-117.01,32.75,26.00,4038.00,706.00,2065.00,687.00,3.95,178100.00
-117.01,32.74,31.00,3473.00,722.00,2098.00,677.00,2.70,135200.00
-117.01,32.73,22.00,2526.00,530.00,1556.00,529.00,2.86,120800.00
-117.01,32.72,12.00,2914.00,734.00,2104.00,703.00,2.31,132300.00
-117.01,32.71,20.00,3506.00,692.00,1977.00,668.00,2.98,129100.00
-117.01,32.70,7.00,2327.00,490.00,1304.00,445.00,3.36,132200.00
-117.01,32.70,25.00,2321.00,398.00,1434.00,386.00,3.53,120800.00
-117.01,32.67,17.00,2319.00,348.00,1125.00,337.00,5.55,266900.00
-117.01,32.66,11.00,9992.00,1368.00,4495.00,1316.00,6.97,293900.00
-117.01,32.63,7.00,6483.00,976.00,3269.00,1005.00,5.74,221600.00
-117.02,36.40,19.00,619.00,239.00,490.00,164.00,2.10,14999.00
-117.02,34.90,37.00,1199.00,351.00,782.00,296.00,1.65,61600.00
-117.02,34.89,29.00,3111.00,661.00,1530.00,608.00,2.83,69300.00
-117.02,34.03,19.00,4415.00,648.00,1627.00,619.00,4.24,191600.00
-117.02,33.95,5.00,1822.00,367.00,798.00,313.00,2.88,105200.00
-117.02,33.81,10.00,6317.00,1335.00,2625.00,1094.00,2.30,108900.00
-117.02,33.76,20.00,1317.00,203.00,453.00,158.00,2.84,120700.00
-117.02,33.73,14.00,3700.00,750.00,1171.00,695.00,1.95,112500.00
-117.02,33.71,6.00,8278.00,1579.00,3062.00,1446.00,3.00,134700.00
-117.02,33.60,7.00,1972.00,352.00,964.00,317.00,3.24,337200.00
-117.02,32.95,25.00,1909.00,334.00,1043.00,322.00,3.78,160100.00
-117.02,32.84,17.00,4013.00,673.00,2263.00,661.00,5.13,148300.00
-117.02,32.81,27.00,1950.00,317.00,950.00,320.00,4.07,164000.00
-117.02,32.81,26.00,1998.00,301.00,874.00,305.00,5.45,180900.00
-117.02,32.81,14.00,3173.00,599.00,1451.00,585.00,3.73,182200.00
-117.02,32.80,29.00,1232.00,243.00,665.00,247.00,3.65,168900.00
-117.02,32.80,27.00,2369.00,370.00,927.00,374.00,4.12,177200.00
-117.02,32.79,36.00,2211.00,384.00,868.00,329.00,4.05,147900.00
-117.02,32.78,33.00,3481.00,708.00,1726.00,719.00,3.37,158200.00
-117.02,32.78,31.00,2567.00,507.00,1198.00,499.00,3.47,163000.00
-117.02,32.76,40.00,2523.00,488.00,976.00,470.00,3.11,185700.00
-117.02,32.76,15.00,1204.00,326.00,543.00,326.00,1.03,154200.00
-117.02,32.75,33.00,3296.00,537.00,1345.00,556.00,5.28,217100.00
-117.02,32.74,30.00,4205.00,772.00,2012.00,734.00,3.50,144700.00
-117.02,32.74,12.00,3301.00,963.00,2000.00,879.00,1.86,119200.00
-117.02,32.73,22.00,5201.00,865.00,3280.00,817.00,4.80,141400.00
-117.02,32.72,36.00,2030.00,369.00,1142.00,357.00,3.78,126900.00
-117.02,32.71,30.00,3187.00,592.00,2082.00,631.00,3.54,118500.00
-117.02,32.70,22.00,2756.00,516.00,1849.00,486.00,4.18,125400.00
-117.02,32.68,14.00,3986.00,675.00,2065.00,702.00,5.72,267400.00
-117.02,32.67,20.00,1505.00,184.00,635.00,182.00,6.58,245200.00
-117.02,32.66,19.00,771.00,103.00,376.00,108.00,6.63,273600.00
-117.02,32.64,5.00,260.00,41.00,157.00,42.00,6.52,281700.00
-117.02,32.59,19.00,1902.00,335.00,1102.00,313.00,3.04,98100.00
-117.03,34.91,27.00,2718.00,583.00,1472.00,509.00,2.83,76600.00
-117.03,34.87,7.00,2245.00,407.00,1016.00,364.00,3.95,101500.00
-117.03,34.07,16.00,3784.00,577.00,1615.00,525.00,4.23,220300.00
-117.03,34.03,26.00,3501.00,664.00,1860.00,681.00,3.04,113500.00
-117.03,33.89,6.00,78.00,11.00,27.00,10.00,3.13,187500.00
-117.03,33.32,14.00,1088.00,209.00,601.00,193.00,3.84,243800.00
-117.03,33.18,17.00,5391.00,886.00,2732.00,830.00,5.18,212800.00
-117.03,33.12,25.00,3142.00,446.00,1286.00,419.00,5.47,248300.00
-117.03,32.96,16.00,3424.00,698.00,1940.00,645.00,4.12,182100.00
-117.03,32.82,16.00,1765.00,289.00,743.00,280.00,4.97,209700.00
-117.03,32.80,19.00,3866.00,775.00,1554.00,703.00,4.33,220000.00
-117.03,32.79,31.00,2366.00,383.00,1077.00,387.00,4.30,174400.00
-117.03,32.79,26.00,3859.00,513.00,1469.00,538.00,5.87,220500.00
-117.03,32.78,17.00,5481.00,1618.00,2957.00,1537.00,2.57,171300.00
-117.03,32.77,34.00,1796.00,428.00,918.00,424.00,2.88,161200.00
-117.03,32.77,19.00,4819.00,1492.00,2572.00,1336.00,2.34,118200.00
-117.03,32.75,24.00,7879.00,1655.00,3898.00,1534.00,3.09,187300.00
-117.03,32.74,37.00,821.00,150.00,404.00,135.00,3.01,130400.00
-117.03,32.74,35.00,1878.00,454.00,991.00,409.00,2.43,129700.00
-117.03,32.73,38.00,3174.00,606.00,1557.00,619.00,3.59,123600.00
-117.03,32.73,34.00,2061.00,391.00,1169.00,400.00,3.51,142000.00
-117.03,32.73,32.00,1750.00,333.00,997.00,335.00,3.48,154400.00
-117.03,32.72,38.00,886.00,176.00,505.00,188.00,3.59,125400.00
-117.03,32.72,37.00,2192.00,455.00,1515.00,446.00,3.06,120600.00
-117.03,32.71,34.00,2328.00,444.00,1684.00,429.00,3.25,99600.00
-117.03,32.71,33.00,3126.00,627.00,2300.00,623.00,3.26,103000.00
-117.03,32.70,19.00,2304.00,572.00,2010.00,556.00,2.29,109900.00
-117.03,32.69,8.00,2460.00,397.00,1784.00,390.00,4.57,175500.00
-117.03,32.69,5.00,3201.00,532.00,2061.00,536.00,5.08,179400.00
-117.03,32.69,10.00,901.00,163.00,698.00,167.00,4.66,156100.00
-117.03,32.67,15.00,5094.00,818.00,2118.00,758.00,5.35,266600.00
-117.03,32.65,14.00,1111.00,142.00,472.00,145.00,7.63,290500.00
-117.03,32.63,14.00,2796.00,476.00,1466.00,464.00,5.25,213700.00
-117.03,32.63,13.00,2087.00,313.00,1165.00,330.00,5.78,227700.00
-117.03,32.61,22.00,1028.00,148.00,523.00,152.00,6.01,166900.00
-117.04,34.89,37.00,1884.00,366.00,1052.00,353.00,3.18,66800.00
-117.04,34.04,30.00,3474.00,735.00,1674.00,691.00,2.59,98300.00
-117.04,34.03,29.00,3375.00,795.00,1760.00,699.00,2.70,92000.00
-117.04,34.02,24.00,4663.00,1213.00,1851.00,1116.00,1.44,103500.00
-117.04,34.00,25.00,3750.00,781.00,1594.00,785.00,2.42,104900.00
-117.04,34.00,21.00,4624.00,852.00,2174.00,812.00,3.53,132100.00
-117.04,33.15,15.00,13814.00,2888.00,6583.00,2789.00,2.82,150000.00
-117.04,33.09,16.00,4677.00,581.00,1902.00,566.00,6.18,335600.00
-117.04,33.03,16.00,2852.00,435.00,1083.00,448.00,6.38,296200.00
-117.04,33.01,28.00,922.00,107.00,314.00,97.00,8.47,342300.00
-117.04,32.99,6.00,9518.00,1418.00,4413.00,1275.00,6.60,314900.00
-117.04,32.98,16.00,1332.00,196.00,640.00,193.00,6.02,192900.00
-117.04,32.97,13.00,6711.00,1256.00,3683.00,1220.00,4.57,175700.00
-117.04,32.90,6.00,6525.00,826.00,3146.00,806.00,9.29,436100.00
-117.04,32.83,8.00,2205.00,348.00,777.00,341.00,6.03,177400.00
-117.04,32.81,12.00,2880.00,406.00,1381.00,418.00,6.54,254200.00
-117.04,32.80,25.00,2504.00,345.00,1067.00,350.00,5.74,243400.00
-117.04,32.80,11.00,1802.00,440.00,630.00,428.00,2.03,146700.00
-117.04,32.79,23.00,2491.00,350.00,863.00,348.00,6.72,306800.00
-117.04,32.77,21.00,1824.00,447.00,962.00,431.00,2.78,143800.00
-117.04,32.77,16.00,7963.00,1881.00,3769.00,1804.00,2.96,144700.00
-117.04,32.76,43.00,3171.00,665.00,1534.00,625.00,3.14,141400.00
-117.04,32.76,37.00,2979.00,557.00,1285.00,564.00,3.74,152200.00
-117.04,32.75,36.00,2297.00,418.00,1070.00,392.00,3.52,144000.00
-117.04,32.74,5.00,2878.00,785.00,1727.00,758.00,1.72,132000.00
-117.04,32.74,33.00,3880.00,770.00,2288.00,805.00,3.68,140700.00
-117.04,32.72,24.00,5474.00,955.00,3020.00,904.00,4.08,137000.00
-117.04,32.71,28.00,5274.00,991.00,3727.00,961.00,3.57,109800.00
-117.04,32.69,9.00,3417.00,860.00,2521.00,828.00,3.02,158900.00
-117.04,32.68,13.00,2132.00,425.00,1345.00,432.00,4.00,89300.00
-117.04,32.68,11.00,1875.00,357.00,1014.00,386.00,4.38,115000.00
-117.04,32.67,14.00,3464.00,683.00,2139.00,734.00,4.07,137500.00
-117.04,32.66,22.00,3362.00,630.00,1471.00,612.00,4.14,303900.00
-117.04,32.65,8.00,8806.00,1401.00,3159.00,1059.00,4.22,247800.00
-117.04,32.64,5.00,2329.00,542.00,1213.00,514.00,4.03,225600.00
-117.04,32.63,26.00,2756.00,422.00,1166.00,398.00,5.14,181600.00
-117.04,32.63,26.00,2074.00,356.00,1228.00,335.00,4.12,160200.00
-117.04,32.62,27.00,1710.00,282.00,1089.00,297.00,4.68,151900.00
-117.04,32.60,20.00,8052.00,1461.00,5094.00,1430.00,4.22,139800.00
-117.04,32.60,18.00,4747.00,846.00,3002.00,872.00,3.91,152900.00
-117.04,32.58,20.00,2029.00,357.00,1497.00,353.00,4.01,132100.00
-117.04,32.58,14.00,2355.00,406.00,1883.00,401.00,5.03,152100.00
-117.04,32.55,15.00,2206.00,648.00,2511.00,648.00,1.63,93200.00
-117.04,32.54,7.00,938.00,297.00,1187.00,282.00,1.27,67500.00
-117.05,34.89,36.00,1199.00,260.00,665.00,229.00,3.71,62000.00
-117.05,34.04,23.00,3967.00,766.00,1518.00,698.00,2.29,111800.00
-117.05,34.03,28.00,3009.00,698.00,1200.00,626.00,1.40,104600.00
-117.05,34.02,21.00,3098.00,646.00,1351.00,614.00,2.60,106700.00
-117.05,34.01,27.00,5484.00,1205.00,2645.00,1131.00,2.19,116700.00
-117.05,33.52,5.00,3471.00,530.00,1541.00,502.00,4.81,347700.00
-117.05,33.29,17.00,1800.00,312.00,891.00,281.00,7.02,267600.00
-117.05,33.26,14.00,3103.00,569.00,1704.00,539.00,3.76,264700.00
